VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -4.100884026,      -4.297221303,      -4.110530879,      -3.670776706
          0,           0,           1,      -4.993911542,      -5.122494166,      -4.966025397,      -4.551187303
          0,           0,           2,      -5.184269832,       -5.37242771,       -5.29569189,      -4.736205852
          0,           0,           3,       -5.32302157,      -5.494558756,      -5.414382335,      -4.873993637
          0,           0,           4,      -5.463027772,      -5.636364929,      -5.602964836,      -5.017355009
          0,           0,           5,      -5.584880525,      -5.749266912,      -5.708903366,      -5.147408456
          0,           0,           6,      -5.716077322,       -5.86717682,      -5.797013385,      -5.280978916
          0,           0,           7,      -5.833748535,      -5.981471982,      -5.917562822,      -5.393957784
          0,           0,           8,      -5.933563256,      -6.074519415,      -6.027246708,       -5.49158579
          0,           0,           9,      -6.022282472,      -6.156262821,      -6.133381353,      -5.584358065
          0,           0,          10,      -6.109978591,      -6.245877662,      -6.235818025,      -5.678246745
          0,           0,          11,      -6.201620058,      -6.345210902,      -6.340131927,       -5.77500698
          0,           0,          12,      -6.294903253,      -6.442583596,      -6.446111346,      -5.870897245
          0,           0,          13,      -6.389636273,      -6.530550775,      -6.545118603,      -5.965714464
          0,           0,          14,      -6.483010215,      -6.608816904,      -6.637406414,      -6.059126491
          0,           0,          15,      -6.570033211,      -6.681973742,      -6.729961906,      -6.149479632
          0,           0,          16,      -6.650232444,      -6.753220306,      -6.825829919,      -6.237006848
          0,           0,          17,      -6.726478399,      -6.820666768,      -6.920614583,      -6.322238018
          0,           0,          18,      -6.799773015,      -6.880009419,      -7.009616936,      -6.403587529
          0,           0,          19,       -6.86945364,      -6.930119834,      -7.094567439,       -6.48007749
          0,           0,          20,      -6.935378261,      -6.974016279,      -7.179050648,      -6.553958909
          0,           0,          21,      -6.997195096,        -7.0146765,      -7.261902602,      -6.627662209
          0,           0,          22,      -7.054067551,      -7.052734403,      -7.338690598,      -6.700925861
          0,           0,          23,      -7.106342422,       -7.08790685,      -7.408537935,      -6.772293862
          0,           0,          24,      -7.155175509,      -7.120260533,      -7.475819278,      -6.840648664
          0,           0,          25,      -7.201022467,      -7.150028106,      -7.544432548,      -6.905289507
          0,           0,          26,      -7.243794272,      -7.177655428,      -7.613836341,      -6.966462928
          0,           0,          27,      -7.283422467,      -7.203671351,      -7.680492297,      -7.024811661
          0,           0,          28,      -7.320218747,      -7.228417752,      -7.741219644,      -7.080875671
          0,           0,          29,      -7.354582567,      -7.252006007,      -7.795840748,      -7.134502107
          0,           0,          30,      -7.386811472,      -7.274485815,      -7.846112715,       -7.18519206
          0,           0,          31,      -7.417045756,      -7.296051978,      -7.893767096,      -7.232451308
          0,           0,          32,      -7.445477112,      -7.316891778,      -7.939404835,      -7.276238495
          0,           0,          33,      -7.472432682,      -7.337154792,      -7.982911285,      -7.316972468
          0,           0,          34,      -7.498335279,       -7.35695328,        -8.0238598,      -7.355479046
          0,           0,          35,       -7.52349177,      -7.376346202,      -8.062277668,      -7.392363174
          0,           0,          36,      -7.547992494,      -7.395335167,      -8.098012526,      -7.427652523
          0,           0,          37,      -7.571777905,      -7.413922933,       -8.13133238,        -7.4609631
          0,           0,          38,      -7.594832199,      -7.432132319,      -8.162284603,      -7.492151255
          0,           0,          39,      -7.617240174,      -7.450009674,      -8.191209482,      -7.521350141
          0,           0,          40,      -7.639146148,      -7.467603916,      -8.218276295,      -7.548878854
          0,           0,          41,      -7.660669092,      -7.484962999,      -8.243565078,      -7.574983161
          0,           0,          42,      -7.681909457,      -7.502118511,      -8.267176266,       -7.59986194
          0,           0,          43,      -7.702936697,      -7.519099423,      -8.289262182,      -7.623671345
          0,           0,          44,      -7.723793765,      -7.535930994,      -8.309993443,      -7.646574047
          0,           0,          45,       -7.74449681,      -7.552636355,      -8.329562222,      -7.668675207
          0,           0,          46,      -7.765051486,      -7.569230013,      -8.348013811,      -7.690033428
          0,           0,          47,      -7.785457114,        -7.5857279,      -8.365350079,      -7.710718146
