VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,       -4.10794588,       -4.31002469,      -4.117819834,      -3.678831787
          0,           0,           1,      -5.001661784,      -5.131409093,      -4.975322755,      -4.559652218
          0,           0,           2,      -5.198866753,      -5.385712769,      -5.308630417,      -4.750765174
          0,           0,           3,       -5.34353787,      -5.510875563,      -5.429450279,      -4.893696744
          0,           0,           4,      -5.487957643,      -5.656558507,      -5.624700524,      -5.041157942
          0,           0,           5,      -5.612476802,      -5.774512894,      -5.731404129,      -5.174326421
          0,           0,           6,      -5.745594476,      -5.895027058,      -5.820944807,      -5.310308329
          0,           0,           7,      -5.864597039,       -6.01197733,      -5.944997083,      -5.424555415
          0,           0,           8,      -5.966399359,      -6.107969031,      -6.057220839,      -5.523757194
          0,           0,           9,       -6.05727574,      -6.191798862,      -6.165672383,      -5.618592641
          0,           0,          10,      -6.147591555,      -6.284171511,      -6.269129546,      -5.715367986
          0,           0,          11,      -6.242288502,      -6.387060222,      -6.374834151,      -5.815611453
          0,           0,          12,      -6.338667292,      -6.487318987,      -6.484228269,      -5.915132759
          0,           0,          13,      -6.436496122,      -6.576937196,      -6.587335933,      -6.013747204
          0,           0,          14,      -6.532558334,      -6.656090073,      -6.682503911,      -6.110986056
          0,           0,          15,      -6.622008307,      -6.729865762,      -6.776855852,      -6.205739425
          0,           0,          16,      -6.704085018,      -6.800990357,      -6.875924927,      -6.297817578
          0,           0,          17,      -6.781262757,      -6.867440912,      -6.977284699,      -6.386549881
          0,           0,          18,      -6.856058387,      -6.926058742,      -7.074477795,      -6.471598426
          0,           0,          19,      -6.929086576,      -6.975969814,      -7.165305488,      -6.554246024
          0,           0,          20,      -6.998308705,      -7.019059286,       -7.25299679,      -6.635861067
          0,           0,          21,      -7.060531183,      -7.057734106,      -7.340163603,      -6.716163049
          0,           0,          22,      -7.114835541,      -7.093417713,      -7.425381458,      -6.794226476
          0,           0,          23,      -7.163521079,      -7.126670853,      -7.506112636,      -6.870091298
          0,           0,          24,      -7.209210734,      -7.157616918,      -7.582759845,       -6.94427486
          0,           0,          25,      -7.252529914,      -7.186320181,      -7.657690351,      -7.016415365
          0,           0,          26,      -7.292600461,      -7.213008851,      -7.731295292,      -7.085154924
          0,           0,          27,      -7.328759202,      -7.238040185,       -7.80116252,      -7.149198081
          0,           0,          28,      -7.361343976,      -7.261719288,      -7.864994877,      -7.208041771
          0,           0,          29,      -7.391235846,      -7.284280494,      -7.922899262,      -7.261849912
          0,           0,          30,      -7.419198419,      -7.305924389,      -7.976160335,      -7.311033052
          0,           0,          31,      -7.445679353,      -7.326844573,      -8.025092288,      -7.356072884
          0,           0,          32,      -7.470929598,      -7.347218069,      -8.069140265,      -7.397461112
          0,           0,          33,      -7.495162838,      -7.367155437,      -8.108098863,      -7.435669664
          0,           0,          34,      -7.518580029,      -7.386705324,      -8.142657416,      -7.471045157
          0,           0,          35,       -7.54132838,      -7.405869517,      -8.173835526,      -7.503758253
          0,           0,          36,      -7.563477319,      -7.424649835,      -8.202438639,      -7.533897164
          0,           0,          37,      -7.585066014,      -7.443068624,      -8.228965387,      -7.561596202
          0,           0,          38,      -7.606151841,      -7.461166206,      -8.253599509,      -7.587136723
          0,           0,          39,      -7.626830833,      -7.478983504,      -8.276480348,      -7.610933568
          0,           0,          40,      -7.647216982,       -7.49655736,      -8.297724512,      -7.633412976
          0,           0,          41,      -7.667403712,      -7.513916855,      -8.317458782,      -7.654880971
          0,           0,          42,       -7.68744816,       -7.53108475,      -8.335815074,      -7.675501816
          0,           0,          43,      -7.707378656,      -7.548083756,      -8.352930327,      -7.695355936
          0,           0,          44,      -7.727208359,      -7.564933415,      -8.368919932,      -7.714523079
          0,           0,          45,      -7.746937945,      -7.581653771,      -8.383940019,      -7.733083974
          0,           0,          46,      -7.766569566,       -7.59826204,      -8.398125301,       -7.75113324
          0,           0,          47,      -7.786106098,      -7.614772798,      -8.411606085,      -7.768762417
          0,           0,          48,      -7.805550901,      -7.631197645,       -8.42451451,      -7.786049828
          0,           0,          49,      -7.824908477,      -7.647544194,      -8.436971659,      -7.803060334
          0,           0,          50,       -7.84418346,      -7.663816717,      -8.449080037,      -7.819847047
          0,           0,          51,      -7.863380734,      -7.680018339,      -8.460915226,      -7.836454165
          0,           0,          52,      -7.882503386,      -7.696150162,      -8.472535762,      -7.852913164
          0,           0,          53,      -7.901552707,       -7.71221199,       -8.48398245,      -7.869245551
