VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -3.990185647,      -4.092444931,      -3.995166395,      -3.539935993
          0,           0,           1,       -4.85586713,      -4.945336153,      -4.833897731,      -4.395888805
          0,           0,           2,      -4.879968005,       -5.09947779,      -5.105195552,      -4.435740918
          0,           0,           3,      -4.771394493,      -4.923946959,      -5.072078831,      -4.333254568
          0,           0,           4,      -4.617883115,       -4.68020977,      -4.971079522,      -4.176156051
          0,           0,           5,      -4.577876528,      -4.668137572,      -4.967852101,      -4.133304671
          0,           0,           6,      -4.643318927,      -4.741697625,      -5.057974683,      -4.196640427
          0,           0,           7,      -4.647503446,      -4.794453524,      -5.165686272,      -4.202311931
          0,           0,           8,      -4.688692374,      -4.809230115,      -5.282254477,      -4.246206835
          0,           0,           9,      -4.794341983,      -4.918574512,      -5.344270494,      -4.351361697
          0,           0,          10,      -4.869957348,      -5.018483338,      -5.379860559,      -4.426387029
          0,           0,          11,      -4.932516331,      -5.063378145,      -5.435231639,      -4.489561224
          0,           0,          12,      -5.028604164,       -5.13501681,      -5.511486272,      -4.585702553
          0,           0,          13,      -5.139358576,      -5.246790138,      -5.581859068,       -4.69542406
          0,           0,          14,      -5.236843074,      -5.355563661,      -5.646246596,      -4.791771319
          0,           0,          15,      -5.324687469,       -5.44486415,      -5.719075383,      -4.879526148
          0,           0,          16,      -5.421552144,      -5.535144412,      -5.799445737,      -4.976591821
          0,           0,          17,      -5.528917093,      -5.647864292,      -5.874336117,      -5.083444401
          0,           0,          18,      -5.631045275,      -5.771412444,       -5.94508319,      -5.184288116
          0,           0,          19,      -5.706050929,      -5.870842978,      -6.021170949,       -5.25816075
          0,           0,          20,      -5.764512647,      -5.934835435,      -6.104155449,      -5.316589765
          0,           0,          21,      -5.831728673,      -5.992069933,      -6.186641269,      -5.384397838
          0,           0,          22,      -5.919465514,      -6.068795224,      -6.258903192,      -5.472539544
          0,           0,          23,      -6.016237345,      -6.165779507,       -6.32747117,      -5.569134614
          0,           0,          24,      -6.097683982,      -6.256227327,      -6.399332143,      -5.649865581
          0,           0,          25,      -6.148195284,      -6.321867178,      -6.474151334,      -5.699903902
          0,           0,          26,      -6.190143898,      -6.362690764,       -6.55293905,      -5.742310088
          0,           0,          27,      -6.252498659,      -6.401230351,       -6.62439853,      -5.805437738
          0,           0,          28,      -6.336207322,      -6.458575641,      -6.680987775,      -5.889667613
          0,           0,          29,      -6.425897386,      -6.528801202,      -6.737039598,      -5.979778951
          0,           0,          30,      -6.512497357,      -6.596301086,      -6.800340901,      -6.066797623
