VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -4.001181112,         -4.113091,      -4.006733251,      -3.553372127
          0,           0,           1,      -4.874241975,      -4.969725855,      -4.849955085,      -4.417093042
          0,           0,           2,      -4.913167597,      -5.137393886,      -5.127072645,      -4.469132424
          0,           0,           3,      -4.870749561,      -5.096585238,       -5.18971611,      -4.433569407
          0,           0,           4,      -4.681845835,      -4.784900533,      -5.114228845,      -4.243704161
          0,           0,           5,      -4.594308068,      -4.684505381,      -5.046107979,      -4.156042436
          0,           0,           6,      -4.690296467,        -4.7689377,      -5.176307678,      -4.251173799
          0,           0,           7,      -4.765369681,      -4.938752121,      -5.294481184,      -4.322080283
          0,           0,           8,      -4.755707267,      -4.926537854,       -5.36727795,      -4.313601841
          0,           0,           9,      -4.782579479,       -4.90436155,      -5.429816024,      -4.343904927
          0,           0,          10,      -4.932236331,      -5.045221363,      -5.506667881,      -4.492493361
          0,           0,          11,       -5.05292694,      -5.201705574,      -5.563631614,      -4.610656454
          0,           0,          12,       -5.07368506,      -5.262628354,       -5.60602521,      -4.630841733
          0,           0,          13,      -5.098382016,      -5.263586392,      -5.670143556,      -4.657047041
          0,           0,          14,      -5.179669175,      -5.325984972,       -5.73574949,      -4.738652369
          0,           0,          15,      -5.294977006,      -5.439321427,      -5.782354108,      -4.853346569
          0,           0,          16,      -5.423106499,      -5.574271871,      -5.835106107,      -4.979944573
          0,           0,          17,      -5.518567405,      -5.690801034,      -5.900525447,      -5.073262464
          0,           0,          18,       -5.54874488,      -5.750041621,      -5.968224481,      -5.103158761
          0,           0,          19,      -5.576937364,      -5.771765167,      -6.052687462,      -5.133045236
          0,           0,          20,      -5.664058197,      -5.827660316,      -6.120604144,        -5.2211524
          0,           0,          21,      -5.781880633,      -5.955057061,      -6.153276563,      -5.338154696
          0,           0,          22,      -5.881357935,      -6.080056037,      -6.209787395,      -5.436864165
          0,           0,          23,      -5.973822183,      -6.146634626,      -6.298592202,      -5.528683729
          0,           0,          24,      -6.014348254,      -6.204805734,       -6.37824549,      -5.567828964
          0,           0,          25,      -6.004433968,      -6.211472553,      -6.457035437,      -5.559402657
          0,           0,          26,      -6.047098718,      -6.213330629,      -6.539461954,      -5.603811327
          0,           0,          27,      -6.145885188,      -6.282125593,      -6.582407816,      -5.702650065
          0,           0,          28,      -6.227098449,      -6.380625038,      -6.611321611,      -5.783114309
          0,           0,          29,      -6.277015674,      -6.437789136,      -6.673260844,       -5.83357071
          0,           0,          30,      -6.361461509,      -6.486162959,      -6.751786439,      -5.918386978
          0,           0,          31,      -6.439089866,      -6.558345343,      -6.820734974,      -5.995099229
          0,           0,          32,      -6.469566425,       -6.60455952,      -6.885379367,      -6.025650287
          0,           0,          33,      -6.495725208,      -6.626320694,      -6.955944928,      -6.052588671
          0,           0,          34,      -6.547067363,      -6.655030753,      -7.019854637,      -6.104653148
          0,           0,          35,      -6.621377318,      -6.698131772,      -7.065633164,      -6.179584068
          0,           0,          36,      -6.695379051,      -6.745835647,      -7.102603067,      -6.254048067
          0,           0,          37,      -6.741795973,      -6.785233073,      -7.145183726,      -6.300730254
          0,           0,          38,      -6.772377138,      -6.811671721,      -7.198478915,        -6.3318741
          0,           0,          39,      -6.822377625,       -6.83439474,      -7.249807276,      -6.382899997
          0,           0,          40,      -6.880444391,      -6.860322604,       -7.28376773,      -6.441554566
          0,           0,          41,      -6.893827562,      -6.880067165,      -7.314039257,      -6.454479372
          0,           0,          42,      -6.884592038,      -6.888965798,      -7.360025135,      -6.445246913
          0,           0,          43,      -6.910895085,      -6.902645148,      -7.407390206,      -6.472350681
          0,           0,          44,      -6.976575122,      -6.930064791,      -7.431314923,      -6.539085616
          0,           0,          45,      -7.040566146,      -6.960218584,      -7.449480774,       -6.60376062
