VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -4.044848955,      -4.181729782,       -4.05588452,      -3.604361491
          0,           0,           1,      -4.928807395,      -5.037114657,      -4.903327219,       -4.47653402
          0,           0,           2,      -5.016707622,      -5.236630444,      -5.178749757,      -4.571894801
          0,           0,           3,      -5.032122408,       -5.27269122,      -5.250279461,       -4.59560525
          0,           0,           4,      -5.027620053,      -5.261512404,      -5.334992975,      -4.594745744
          0,           0,           5,      -4.984526541,      -5.180098668,      -5.391988588,      -4.551386724
          0,           0,           6,      -4.923519754,      -5.066663181,      -5.435783964,       -4.48741638
          0,           0,           7,      -4.905579483,      -5.046402927,      -5.467330541,      -4.469244418
          0,           0,           8,      -4.932474587,      -5.067375369,      -5.550151335,      -4.498769915
          0,           0,           9,      -5.013487032,      -5.148755255,       -5.68077255,      -4.581115269
          0,           0,          10,      -5.108245128,      -5.246606387,      -5.739559657,      -4.672789586
          0,           0,          11,      -5.090898022,      -5.237310794,      -5.759739793,      -4.655488123
          0,           0,          12,      -5.120618764,      -5.247491386,      -5.787557989,      -4.685568734
          0,           0,          13,      -5.230434271,      -5.414778985,      -5.841903572,      -4.793716714
          0,           0,          14,      -5.329650501,      -5.568051103,      -5.911990685,      -4.891376516
          0,           0,          15,      -5.382607104,      -5.647814264,      -5.969716048,      -4.943212511
          0,           0,          16,      -5.410715752,      -5.678027696,      -5.986643637,      -4.970685467
          0,           0,          17,      -5.437042988,        -5.6890588,      -5.993775128,      -4.997154581
          0,           0,          18,       -5.47342664,      -5.709185093,      -6.022161225,      -5.034071799
          0,           0,          19,      -5.521451782,      -5.742538379,      -6.062027685,      -5.082536033
          0,           0,          20,      -5.577594347,      -5.781799269,      -6.100541389,      -5.138868858
          0,           0,          21,      -5.638947123,      -5.824023743,      -6.127759712,      -5.200165396
          0,           0,          22,      -5.703277901,      -5.873607701,      -6.148094205,      -5.264053519
          0,           0,          23,      -5.760737713,      -5.929994517,      -6.180139997,      -5.321016072
          0,           0,          24,      -5.805931853,      -5.985474524,      -6.230611916,      -5.366183533
          0,           0,          25,       -5.84959482,      -6.034122863,      -6.287394343,      -5.410113469
          0,           0,          26,      -5.905683522,      -6.081489547,      -6.333648305,      -5.466176636
          0,           0,          27,      -5.964358302,      -6.126765789,      -6.369573932,      -5.524397949
          0,           0,          28,      -5.998455585,      -6.154407902,       -6.40854959,      -5.558360786
          0,           0,          29,      -6.004691822,      -6.167179105,      -6.458927421,      -5.565207202
          0,           0,          30,       -6.01290426,      -6.189542258,      -6.515559087,      -5.574101781
          0,           0,          31,      -6.043018819,      -6.237794206,      -6.568452113,      -5.604512859
          0,           0,          32,      -6.094682839,      -6.310267661,       -6.61441045,      -5.656038195
          0,           0,          33,      -6.154705251,      -6.388225712,      -6.659295914,      -5.715639852
          0,           0,          34,       -6.20731221,      -6.444199144,      -6.708650333,      -5.767917465
          0,           0,          35,      -6.248036857,       -6.47095097,      -6.759885104,      -5.808665434
          0,           0,          36,      -6.284389554,      -6.488230858,      -6.809097808,      -5.845290547
          0,           0,          37,       -6.32215814,      -6.512985323,      -6.856574087,      -5.883414776
          0,           0,          38,       -6.36402446,      -6.544636582,      -6.902559769,      -5.925668865
          0,           0,          39,      -6.409783947,       -6.57837805,      -6.945677385,      -5.971731759
          0,           0,          40,      -6.457214378,      -6.610322712,      -6.984408614,      -6.019290459
          0,           0,          41,      -6.501388934,      -6.640371903,      -7.022427904,      -6.063436525
          0,           0,          42,      -6.536897871,       -6.67126766,      -7.065391628,      -6.098927328
          0,           0,          43,      -6.563960975,       -6.70561825,      -7.115526381,      -6.126135208
          0,           0,          44,      -6.590688139,      -6.746167595,      -7.168731502,      -6.153110935
          0,           0,          45,      -6.625766737,      -6.794860527,      -7.217000527,      -6.188372673
          0,           0,          46,      -6.672188443,      -6.850162776,      -7.257652198,      -6.234786252
          0,           0,          47,      -6.725871061,      -6.903604025,      -7.295196187,      -6.288299239
          0,           0,          48,      -6.779364933,      -6.943512826,      -7.336200819,      -6.341634869
          0,           0,          49,      -6.828677547,      -6.967604507,      -7.382373622,       -6.39098247
          0,           0,          50,      -6.876845239,      -6.985592219,      -7.431237425,      -6.439414424
          0,           0,          51,      -6.929998728,      -7.007828672,      -7.481014041,      -6.492982483
          0,           0,          52,      -6.990663267,      -7.038124272,      -7.532571891,      -6.554134096
          0,           0,          53,      -7.056561429,      -7.073926015,      -7.585972086,      -6.620587067
          0,           0,          54,      -7.123520373,      -7.110244505,      -7.640256242,      -6.688165714
          0,           0,          55,      -7.188500241,      -7.144071137,      -7.694249634,      -6.753802619
          0,           0,          56,      -7.250549361,      -7.175192899,       -7.74839916,      -6.816553183
          0,           0,          57,      -7.309623328,      -7.204342776,      -7.804998727,      -6.876450699
          0,           0,          58,      -7.366477017,      -7.231748709,      -7.864828896,      -6.934357916
          0,           0,          59,      -7.423251254,      -7.257150266,      -7.924437969,         -6.992494
          0,           0,          60,      -7.482021104,      -7.280228872,      -7.978562936,      -7.052971863
          0,           0,          61,      -7.541234213,      -7.300700993,       -8.02607047,      -7.114195676
          0,           0,          62,      -7.595447681,      -7.318406775,      -8.071375018,      -7.170505221
          0,           0,          63,      -7.640030682,      -7.333604001,      -8.119738847,      -7.216946346
          0,           0,          64,      -7.676740939,      -7.347090807,      -8.172307372,      -7.255189268
          0,           0,          65,      -7.711592812,       -7.35974838,      -8.226098825,      -7.291474544
          0,           0,          66,      -7.748084125,      -7.372000733,      -8.277580788,      -7.329475786
          0,           0,          67,      -7.784422626,      -7.383754699,      -8.325608287,      -7.367242734
          0,           0,          68,      -7.816454676,       -7.39479084,      -8.371000778,      -7.400233972
          0,           0,          69,      -7.842550289,      -7.405121436,      -8.414513591,      -7.426619736
          0,           0,          70,      -7.865068686,      -7.414998885,      -8.456288974,      -7.448955121
          0,           0,          71,      -7.887621773,      -7.424694384,      -8.496708059,      -7.471179975
          0,           0,          72,       -7.91242825,      -7.434335138,      -8.536554948,      -7.495698487
          0,           0,          73,      -7.939890455,       -7.44391728,      -8.576152738,      -7.522922419
          0,           0,          74,      -7.969399319,      -7.453399456,      -8.615115107,      -7.552158211
          0,           0,          75,      -7.999895753,       -7.46276764,       -8.65297626,      -7.582226223
          0,           0,          76,      -8.030246747,      -7.472042642,      -8.689827543,      -7.611872227
          0,           0,          77,      -8.059720935,       -7.48126043,       -8.72593449,      -7.640279864
          0,           0,          78,      -8.088261168,      -7.490456364,      -8.760991043,      -7.667351215
          0,           0,          79,      -8.116082762,      -7.499655414,      -8.794320859,      -7.693262903
          0,           0,          80,      -8.142931233,      -7.508865542,      -8.825776633,      -7.717693852
          0,           0,          81,       -8.16791259,      -7.518081693,      -8.855966551,      -7.739701917
          0,           0,          82,      -8.190199086,      -7.527300628,      -8.885362329,      -7.758506962
          0,           0,          83,      -8.209850675,      -7.536532532,      -8.913513227,      -7.774310656
          0,           0,          84,      -8.227835185,      -7.545797971,      -8.939442219,      -7.788218394
          0,           0,          85,      -8.245248315,      -7.555114401,      -8.962770755,       -7.80138826
          0,           0,          86,       -8.26258037,      -7.564485916,      -8.984266047,      -7.814321138
          0,           0,          87,      -8.279616845,      -7.573904549,      -9.005286746,      -7.826826695
          0,           0,          88,      -8.295854988,      -7.583359302,      -9.026879749,      -7.838468936
          0,           0,          89,      -8.310970532,      -7.592843908,       -9.04937478,      -7.849007419
          0,           0,          90,      -8.325011467,      -7.602358686,      -9.072536129,      -7.858547913
          0,           0,          91,      -8.338318953,      -7.611907991,      -9.095897316,       -7.86744108
          0,           0,          92,      -8.351347519,      -7.621497718,      -9.119021895,      -7.876108848
          0,           0,          93,      -8.364508767,      -7.631134028,       -9.14167443,       -7.88490921
          0,           0,          94,      -8.378073466,       -7.64082251,      -9.163913036,      -7.894061764
          0,           0,          95,      -8.392133809,      -7.650567463,      -9.186041354,      -7.903629155
          0,           0,          96,      -8.406620806,      -7.660371267,      -9.208394217,      -7.913543388
          0,           0,          97,      -8.421360805,       -7.67023437,      -9.231088534,      -7.923660037
          0,           0,          98,      -8.436140081,      -7.680155911,      -9.253921521,      -7.933813812
          0,           0,          99,      -8.450756208,      -7.690134619,      -9.276471073,      -7.943859036
          0,           0,         100,      -8.465056905,      -7.700169579,      -9.298290417,      -7.953696667
          0,           0,         101,      -8.478971467,      -7.710260761,      -9.319049614,      -7.963292391
          0,           0,         102,      -8.492524964,      -7.720409154,      -9.338567756,      -7.972680166
          0,           0,         103,      -8.505819202,      -7.730616469,      -9.356787937,      -7.981942877
          0,           0,         104,      -8.518981131,       -7.74088448,      -9.373760528,      -7.991173874
          0,           0,         105,      -8.532104887,      -7.751214375,      -9.389637894,      -8.000438606
          0,           0,         106,      -8.545219561,      -7.761606435,      -9.404647448,       -8.00975664
          0,           0,         107,      -8.558296657,      -7.772060173,      -9.419033666,      -8.019110316
          0,           0,         108,       -8.57128656,       -7.78257477,      -9.432997659,      -8.028470297
          0,           0,         109,      -8.584160034,      -7.793149554,      -9.446667813,      -8.037821599
          0,           0,         110,      -8.596933769,       -7.80378426,      -9.460110318,      -8.047177587
          0,           0,         111,      -8.609671211,      -7.814479142,       -9.47336472,       -8.05657833
          0,           0,         112,      -8.622461981,      -7.825234862,      -9.486482602,      -8.066076758
          0,           0,         113,      -8.635391925,      -7.836052254,      -9.499548343,      -8.075720681
          0,           0,         114,      -8.648516978,       -7.84693213,      -9.512671809,      -8.085538475
          0,           0,         115,      -8.661849725,      -7.857875076,      -9.525956722,      -8.095532974
          0,           0,         116,      -8.675361212,      -7.868881327,      -9.539460391,      -8.105684227
          0,           0,         117,       -8.68899472,      -7.879950761,       -9.55316543,      -8.115958531
          0,           0,         118,      -8.702684788,      -7.891082956,      -9.566977291,        -8.1263195
          0,           0,         119,      -8.716374693,      -7.902277304,      -9.580747833,      -8.136737363
          0,           0,         120,      -8.730027697,      -7.913533131,      -9.594313944,       -8.14719424
          0,           0,         121,      -8.743630243,      -7.924849805,       -9.60753641,      -8.157684894
          0,           0,         122,      -8.757187846,      -7.936226795,      -9.620326993,      -8.168213787
          0,           0,         123,      -8.770716352,      -7.947663684,      -9.632657911,      -8.178790136
          0,           0,         124,      -8.784232304,      -7.959160139,      -9.644554512,       -8.18942294
          0,           0,         125,      -8.797745887,      -7.970715865,      -9.656076744,      -8.200117639
          0,           0,         126,      -8.811258527,      -7.982330566,       -9.66729743,      -8.210875216
          0,           0,         127,      -8.824765103,      -7.994003941,      -9.678284618,      -8.221693517
          0,           0,         128,      -8.838258981,      -8.005735692,      -9.689092232,      -8.232569759
          0,           0,         129,       -8.85173722,      -8.017525557,       -9.69975924,      -8.243502943
          0,           0,         130,      -8.865203776,      -8.029373404,      -9.710314581,      -8.254495213
          0,           0,         131,       -8.87866916,      -8.041279035,      -9.720783768,      -8.265551497
          0,           0,         132,      -8.892147769,      -8.053242364,      -9.731193784,      -8.276678232
          0,           0,         133,      -8.905653465,      -8.065263353,      -9.741574388,      -8.287881368
          0,           0,         134,      -8.919195471,      -8.077341977,      -9.751955718,      -8.299164628
          0,           0,         135,      -8.932775953,      -8.089478189,      -9.762363699,      -8.310528597
          0,           0,         136,      -8.946389867,      -8.101671911,      -9.772815396,      -8.321970807
          0,           0,         137,      -8.960026766,      -8.113923021,      -9.783316323,      -8.333486624
          0,           0,         138,      -8.973673662,      -8.126231361,      -9.793860707,      -8.345070529
          0,           0,         139,      -8.987317881,       -8.13859675,       -9.80443452,      -8.356717307
          0,           0,         140,      -9.000949038,      -8.151018988,      -9.815020135,      -8.368422821
          0,           0,         141,      -9.014559801,      -8.163497867,      -9.825601087,       -8.38018426
          0,           0,         142,       -9.02814551,      -8.176033179,      -9.836165608,      -8.391999922
          0,           0,         143,      -9.041703164,      -8.188624706,       -9.84670829,      -8.403868763
          0,           0,         144,      -9.055230358,      -8.201272225,      -9.857229875,      -8.415789955
          0,           0,         145,      -9.068724646,      -8.213975498,      -9.867735775,      -8.427762626
          0,           0,         146,      -9.082183535,      -8.226734277,      -9.878234136,      -8.439785864
          0,           0,         147,      -9.095605011,        -8.2395483,      -9.888734188,      -8.451858919
          0,           0,         148,      -9.108988284,      -8.252417304,      -9.899245269,      -8.463981487
          0,           0,         149,      -9.122334396,      -8.265341022,      -9.909776563,       -8.47615393
          0,           0,         150,      -9.135646412,      -8.278319192,      -9.920337273,      -8.488377329
          0,           0,         151,      -9.148929073,       -8.29135156,      -9.930936825,       -8.50065335
          0,           0,         152,      -9.162188065,      -8.304437881,      -9.941584861,      -8.512983963
          0,           0,         153,      -9.175429112,      -8.317577912,      -9.952290853,        -8.5253711
          0,           0,         154,       -9.18865717,       -8.33077141,      -9.963063415,      -8.537816368
          0,           0,         155,      -9.201875916,      -8.344018131,      -9.973909536,      -8.550320869
          0,           0,         156,      -9.215087616,      -8.357317824,      -9.984833983,      -8.562885158
          0,           0,         157,      -9.228293305,      -8.370670238,      -9.995839059,      -8.575509328
          0,           0,         158,      -9.241493164,      -8.384075115,      -10.00692476,      -8.588193149
          0,           0,         159,      -9.254686901,      -8.397532199,      -10.01808929,      -8.600936211
          0,           0,         160,      -9.267874048,      -8.411041229,      -10.02932968,      -8.613738021
          0,           0,         161,      -9.281054129,      -8.424601958,      -10.04064287,      -8.626598121
          0,           0,         162,        -9.2942266,      -8.438214137,      -10.05202574,      -8.639515986
          0,           0,         163,      -9.307390828,      -8.451877518,      -10.06347559,      -8.652491054
          0,           0,         164,      -9.320546022,      -8.465591858,      -10.07499037,      -8.665522705
          0,           0,         165,      -9.333691276,      -8.479356917,      -10.08656854,      -8.678610267
          0,           0,         166,      -9.346825665,      -8.493172458,      -10.09820908,      -8.691753057
          0,           0,         167,      -9.359948382,      -8.507038247,      -10.10991139,      -8.704950424
          0,           0,         168,      -9.373058891,      -8.520954063,      -10.12167514,      -8.718201809
          0,           0,         169,      -9.386157041,      -8.534919673,      -10.13350032,      -8.731506777
          0,           0,         170,      -9.399243157,      -8.548934856,      -10.14538724,       -8.74486506
          0,           0,         171,      -9.412317986,      -8.562999396,      -10.15733656,      -8.758276535
          0,           0,         172,      -9.425382579,      -8.577113081,      -10.16934919,       -8.77174119
          0,           0,         173,      -9.438438154,      -8.591275702,      -10.18142626,      -8.785259069
          0,           0,         174,      -9.451485949,      -8.605487054,      -10.19356891,      -8.798830225
          0,           0,         175,      -9.464527133,      -8.619746934,      -10.20577819,      -8.812454686
          0,           0,         176,       -9.47756277,      -8.634055138,      -10.21805492,      -8.826132446
          0,           0,         177,      -9.490593796,      -8.648411464,      -10.23039955,      -8.839863449
          0,           0,         178,      -9.503621034,      -8.662815713,      -10.24281222,      -8.853647603
          0,           0,         179,      -9.516645218,      -8.677267682,       -10.2552927,      -8.867484779
          0,           0,         180,      -9.529666996,      -8.691767171,      -10.26784051,      -8.881374822
          0,           0,         181,      -9.542686942,      -8.706313981,      -10.28045494,      -8.895317546
          0,           0,         182,      -9.555705544,      -8.720907912,      -10.29313517,      -8.909312733
          0,           0,         183,      -9.568723195,      -8.735548765,      -10.30588029,      -8.923360131
          0,           0,         184,      -9.581740197,      -8.750236343,      -10.31868937,       -8.93745945
          0,           0,         185,      -9.594756766,       -8.76497045,      -10.33156147,      -8.951610369
          0,           0,         186,       -9.60777307,      -8.779750889,      -10.34449565,      -8.965812541
          0,           0,         187,      -9.620789254,      -8.794577463,      -10.35749105,       -8.98006561
          0,           0,         188,      -9.633805488,      -8.809449977,      -10.37054684,      -8.994369224
          0,           0,         189,      -9.646821983,       -8.82436824,      -10.38366229,      -9.008723045
          0,           0,         190,      -9.659839005,      -8.839332061,      -10.39683677,      -9.023126753
          0,           0,         191,      -9.672856877,      -8.854341249,      -10.41006975,      -9.037580048
