VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -3.979461863,      -4.072252904,       -3.98385815,       -3.52672501
          0,           0,           1,      -4.839060553,      -4.923501156,      -4.818916271,      -4.376808852
          0,           0,           2,      -4.843874565,      -5.050774137,      -5.069234297,      -4.400170578
          0,           0,           3,      -4.665985628,      -4.744682906,      -4.888152669,      -4.219467147
          0,           0,           4,      -4.535684104,      -4.599343743,      -4.840421368,      -4.080235563
          0,           0,           5,      -4.542038124,      -4.622440527,      -4.885079902,      -4.092072231
          0,           0,           6,      -4.560676936,      -4.651488057,      -4.949803403,      -4.112509128
          0,           0,           7,      -4.602902322,      -4.696362448,      -5.045382857,      -4.155812748
          0,           0,           8,      -4.653291756,      -4.771873953,      -5.137791193,      -4.206817881
          0,           0,           9,      -4.734469288,      -4.853083325,      -5.214537838,      -4.288711697
          0,           0,          10,      -4.824608746,      -4.925650618,      -5.276093711,      -4.379269937
          0,           0,          11,      -4.921757665,      -5.006750033,       -5.34374016,      -4.476407689
          0,           0,          12,      -5.023851824,      -5.096298616,      -5.423278828,      -4.578202576
          0,           0,          13,      -5.121932488,      -5.189424961,      -5.497833613,      -4.676154608
          0,           0,          14,      -5.226249513,      -5.288107257,      -5.571106626,      -4.780232497
          0,           0,          15,      -5.338202484,      -5.403645596,      -5.639218192,        -4.8915245
          0,           0,          16,      -5.442281294,      -5.518646059,      -5.713385661,      -4.994641403
          0,           0,          17,      -5.532875008,       -5.61825838,      -5.794471222,      -5.084467383
          0,           0,          18,      -5.616521478,      -5.707368152,      -5.876339853,      -5.167580187
          0,           0,          19,      -5.704182065,      -5.798688718,      -5.956158528,       -5.25478868
          0,           0,          20,       -5.79428364,      -5.892062963,      -6.035667293,      -5.344434006
          0,           0,          21,       -5.87555145,       -5.97594528,      -6.113474157,      -5.425322167
          0,           0,          22,      -5.944217476,      -6.044331445,      -6.191204007,      -5.493937305
          0,           0,          23,      -6.013535154,      -6.105862863,      -6.268851417,      -5.563409094
          0,           0,          24,      -6.094459452,      -6.175341619,      -6.342593157,      -5.644319335
          0,           0,          25,       -6.18050721,      -6.254071091,      -6.413141009,      -5.730232377
          0,           0,          26,      -6.263491116,      -6.331101624,      -6.484957658,        -5.8132133
          0,           0,          27,      -6.339128605,      -6.398261586,      -6.560367054,      -5.889027787
          0,           0,          28,      -6.408375902,      -6.455645881,       -6.63769782,      -5.958561924
          0,           0,          29,      -6.474581155,      -6.506640446,      -6.711459313,      -6.025101455
          0,           0,          30,      -6.540351596,      -6.555252966,      -6.779711676,      -6.091375883
          0,           0,          31,      -6.608776169,      -6.603042492,      -6.845988971,      -6.160617306
          0,           0,          32,      -6.678193826,      -6.648830954,      -6.911449198,      -6.230961496
          0,           0,          33,      -6.734545066,      -6.688492985,      -6.974596957,      -6.288073223
          0,           0,          34,       -6.77091489,       -6.71808592,      -7.037189826,      -6.325248872
          0,           0,          35,       -6.80611668,       -6.74219634,      -7.100976017,      -6.361622861
          0,           0,          36,      -6.858504572,      -6.770312797,      -7.163122368,      -6.415610849
          0,           0,          37,      -6.928105701,      -6.805387448,      -7.221012698,      -6.487251452
          0,           0,          38,      -7.001996913,      -6.842596613,      -7.276800827,        -6.5635061
          0,           0,          39,      -7.066021153,       -6.87609974,      -7.334344892,      -6.629868678
          0,           0,          40,      -7.114447346,      -6.903932603,      -7.394855584,      -6.680362711
          0,           0,          41,      -7.151436217,      -6.927229598,      -7.456671663,       -6.71930809
          0,           0,          42,      -7.186489148,      -6.948211313,      -7.516256289,      -6.756548704
          0,           0,          43,       -7.22732727,      -6.969063554,        -7.5703199,       -6.80012627
          0,           0,          44,      -7.276157712,      -6.990811968,      -7.619853686,      -6.852595302
          0,           0,          45,      -7.330276705,      -7.012910166,      -7.669576439,      -6.911516367
          0,           0,          46,      -7.383317436,      -7.034098404,       -7.72184538,      -6.970131012
          0,           0,          47,      -7.425362922,      -7.053349766,      -7.773244274,      -7.016590776
          0,           0,          48,      -7.446857447,      -7.070034054,      -7.818489671,      -7.038664955
          0,           0,          49,      -7.449502251,      -7.083999577,      -7.856605779,      -7.038366311
          0,           0,          50,      -7.446850435,      -7.095908683,      -7.889511142,      -7.032380127
          0,           0,          51,      -7.452020054,      -7.107128651,      -7.918393389,      -7.035964826
          0,           0,          52,      -7.471045611,      -7.118894372,      -7.944459149,      -7.055714679
          0,           0,          53,      -7.503607184,      -7.131589563,      -7.970670093,      -7.091236886
          0,           0,          54,       -7.54516023,      -7.144763354,      -8.000748563,       -7.13759669
          0,           0,          55,       -7.58866053,      -7.157663156,      -8.036733595,      -7.186801682
          0,           0,          56,      -7.626622432,      -7.169728134,      -8.077764027,      -7.229707897
          0,           0,          57,      -7.654052867,      -7.180756513,      -8.120914952,      -7.259675071
          0,           0,          58,      -7.671177125,        -7.1908289,      -8.163345024,      -7.276714508
          0,           0,          59,      -7.683219371,      -7.200207143,      -8.203622118,      -7.287496396
          0,           0,          60,      -7.696799826,       -7.20924288,      -8.241364373,      -7.300376595
          0,           0,          61,      -7.716384699,      -7.218253288,      -8.276771295,      -7.320842034
          0,           0,          62,      -7.742887993,      -7.227390904,      -8.311040645,      -7.350035499
          0,           0,          63,       -7.77399964,      -7.236604267,      -8.346806944,      -7.385206652
          0,           0,          64,      -7.805641884,      -7.245723017,      -8.387427346,      -7.421266262
          0,           0,          65,      -7.834103688,       -7.25459711,       -8.43546626,      -7.453286586
          0,           0,          66,      -7.857751234,      -7.263181146,      -8.491384432,      -7.478873238
          0,           0,          67,      -7.877022354,      -7.271524882,      -8.552906326,      -7.498446402
          0,           0,          68,      -7.893130052,      -7.279708084,      -8.615455964,      -7.513592639
          0,           0,          69,       -7.90710228,      -7.287797887,      -8.673770515,      -7.525725465
          0,           0,          70,      -7.919684841,      -7.295841097,      -8.724067518,      -7.535910233
          0,           0,          71,      -7.931484572,      -7.303875851,      -8.764994717,       -7.54502208
          0,           0,          72,      -7.942917499,      -7.311935075,      -8.797125263,      -7.553653809
          0,           0,          73,      -7.954108002,      -7.320041605,      -8.822119792,      -7.561987313
          0,           0,          74,      -7.964959444,      -7.328206183,      -8.842204314,      -7.569909318
          0,           0,          75,      -7.975359281,      -7.336432785,      -8.859611798,      -7.577294521
          0,           0,          76,      -7.985362472,      -7.344726325,      -8.876000384,      -7.584236256
          0,           0,          77,      -7.995215571,       -7.35309685,      -8.891976901,      -7.591058169
