VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -3.963856789,      -4.042774092,      -3.967352542,      -3.507300984
          0,           0,           1,      -4.812680168,      -4.890570106,      -4.794895245,        -4.3464921
          0,           0,           2,      -4.786397348,      -4.945349236,       -4.97901074,      -4.343295927
          0,           0,           3,      -3.882614478,      -4.126563339,      -4.484343269,      -3.426246961
          0,           0,           4,      -3.651456766,      -3.858804947,      -4.334036235,      -3.192997884
          0,           0,           5,      -3.808079878,      -3.836469218,      -4.373683435,      -3.349243133
          0,           0,           6,      -4.148046374,      -4.191375955,      -4.619474977,      -3.698306248
          0,           0,           7,      -4.348663029,      -4.411690921,      -4.782260609,      -3.899640783
          0,           0,           8,      -4.467495109,      -4.538929745,      -4.877590725,      -4.017411822
          0,           0,           9,      -4.587542835,      -4.633073761,      -4.941187558,      -4.138277342
          0,           0,          10,      -4.711671466,      -4.735858384,      -5.073802375,      -4.262512065
          0,           0,          11,      -4.844936995,      -4.857413243,        -5.1745789,      -4.394520586
          0,           0,          12,      -4.947794983,      -4.956847798,      -5.226572092,      -4.496322924
          0,           0,          13,      -5.011615462,      -5.026418056,      -5.263680426,      -4.558708325
          0,           0,          14,      -5.015422218,      -5.061595707,      -5.294516136,      -4.561742689
          0,           0,          15,      -4.994878076,      -5.061246953,      -5.335654525,       -4.54244906
          0,           0,          16,      -5.013927547,       -5.06422942,      -5.401794283,      -4.563165888
          0,           0,          17,      -5.094702064,      -5.114131607,       -5.47954485,      -4.644912069
          0,           0,          18,      -5.232046151,      -5.223578365,      -5.554982625,      -4.781745329
          0,           0,          19,      -5.391024134,      -5.368149786,      -5.626331983,      -4.938110822
          0,           0,          20,      -5.500253681,       -5.49232718,      -5.697662728,      -5.044628018
          0,           0,          21,      -5.548242532,      -5.561357677,       -5.77770722,      -5.093119241
          0,           0,          22,       -5.60859495,      -5.619250733,      -5.864368741,      -5.154641397
          0,           0,          23,      -5.704520172,      -5.703252925,      -5.938930875,      -5.249923762
          0,           0,          24,        -5.7535601,      -5.783030014,        -5.9686332,      -5.296598519
          0,           0,          25,      -5.681407441,      -5.775254904,      -5.946855017,      -5.224866678
          0,           0,          26,      -5.584760273,       -5.70027029,      -5.909147213,      -5.129913253
          0,           0,          27,      -5.523868748,      -5.631940599,      -5.881200817,      -5.070223217
          0,           0,          28,      -5.496583194,      -5.594176578,      -5.871409026,      -5.043601495
          0,           0,          29,      -5.495262287,      -5.581113129,      -5.876388046,      -5.042623176
          0,           0,          30,      -5.509172505,      -5.588008236,      -5.889277159,      -5.056595509
          0,           0,          31,      -5.531514538,      -5.606413974,      -5.907854842,       -5.07887398
          0,           0,          32,      -5.560452074,      -5.630732399,      -5.930403512,       -5.10773747
          0,           0,          33,      -5.592966094,      -5.659697326,      -5.955950561,      -5.140193303
          0,           0,          34,      -5.627335605,      -5.691128494,      -5.986282937,      -5.174552806
          0,           0,          35,      -5.662242954,      -5.723196737,      -6.020641695,      -5.209500138
          0,           0,          36,      -5.699560931,      -5.756935268,      -6.056010597,      -5.246881347
          0,           0,          37,      -5.742039931,      -5.795577816,      -6.094396032,      -5.289385853
          0,           0,          38,      -5.791602829,      -5.840961191,      -6.136880896,      -5.338911398
          0,           0,          39,      -5.847772365,      -5.893418066,      -6.185866119,      -5.395017614
          0,           0,          40,      -5.909707381,      -5.950660772,      -6.241291336,      -5.456843907
          0,           0,          41,      -5.976332821,      -6.013286634,       -6.30115671,      -5.523309724
          0,           0,          42,      -6.046668975,      -6.079938562,      -6.365152838,       -5.59342709
          0,           0,          43,      -6.118272153,      -6.148430871,      -6.433399686,      -5.664772447
          0,           0,          44,      -6.190330837,      -6.217297705,      -6.504579297,      -5.736586371
          0,           0,          45,      -6.261084931,      -6.285938518,      -6.576238955,      -5.807180744
          0,           0,          46,      -6.330760893,      -6.353825228,      -6.647422577,      -5.876792509
          0,           0,          47,      -6.402391298,      -6.421401342,       -6.71906644,      -5.948425043
          0,           0,          48,      -6.477190106,      -6.491329063,      -6.793404919,      -6.023206563
          0,           0,          49,      -6.555805656,      -6.564845476,      -6.869507175,      -6.101732739
          0,           0,          50,      -6.638104275,      -6.641507886,      -6.947224027,      -6.183920513
          0,           0,          51,      -6.723328978,      -6.720842333,      -7.028182157,      -6.269140013
          0,           0,          52,      -6.810217969,      -6.801245459,      -7.112526472,      -6.356252995
          0,           0,          53,      -6.897408236,      -6.880417293,      -7.199154488,      -6.443952454
          0,           0,          54,      -6.984147233,      -6.956170982,      -7.286552533,        -6.5315011
          0,           0,          55,      -7.070356241,      -7.026725045,      -7.373936218,      -6.618901456
          0,           0,          56,      -7.155829019,      -7.091102585,      -7.460860493,      -6.706167501
          0,           0,          57,      -7.240412731,      -7.149093845,      -7.547260869,      -6.793466261
          0,           0,          58,      -7.323063969,       -7.20089486,      -7.633277423,       -6.88002088
          0,           0,          59,      -7.401011536,      -7.246753592,      -7.717562362,      -6.963023741
          0,           0,          60,      -7.467756452,      -7.286366119,      -7.794585933,      -7.035190246
          0,           0,          61,      -7.512673027,      -7.318628121,      -7.853661737,      -7.083939873
          0,           0,          62,      -7.528024758,      -7.342378251,      -7.884576504,      -7.099643794
          0,           0,          63,      -7.518465522,      -7.357614471,      -7.887641348,      -7.087567451
          0,           0,          64,      -7.497700866,      -7.366101128,      -7.874219881,      -7.063558184
          0,           0,          65,      -7.477411294,      -7.370717249,      -7.856450271,      -7.040545381
          0,           0,          66,      -7.463082463,      -7.374145014,      -7.841232317,      -7.024226468
          0,           0,          67,      -7.455768488,      -7.378151691,      -7.830977309,       -7.01550545
          0,           0,          68,      -7.454293328,      -7.383438252,      -7.825656416,       -7.01301296
          0,           0,          69,      -7.456764444,      -7.389971604,      -7.824237278,      -7.014704801
          0,           0,          70,      -7.461484176,      -7.397411824,      -7.825588483,      -7.018785815
          0,           0,          71,      -7.467426466,      -7.405451065,      -7.828927099,      -7.024181068
          0,           0,          72,      -7.474327831,       -7.41399121,      -7.833939817,      -7.030613615
          0,           0,          73,      -7.482482378,      -7.423148911,      -7.840711731,        -7.0383825
          0,           0,          74,      -7.492404425,      -7.433159427,      -7.849523486,      -7.048009479
          0,           0,          75,      -7.504521697,      -7.444250238,       -7.86062823,      -7.059923104
          0,           0,          76,      -7.518970315,      -7.456533406,      -7.874079473,      -7.074250306
          0,           0,          77,          -7.53552,      -7.469950865,      -7.889670169,      -7.090743402
          0,           0,          78,      -7.553607066,      -7.484271742,      -7.906921447,      -7.108814352
          0,           0,          79,      -7.572459491,      -7.499147171,      -7.925172655,      -7.127663774
          0,           0,          80,       -7.59126132,       -7.51418641,      -7.943699127,      -7.146449184
          0,           0,          81,      -7.609315922,      -7.529035387,      -7.961833612,      -7.164452266
          0,           0,          82,      -7.626159104,      -7.543430786,      -7.979069737,      -7.181195324
          0,           0,          83,      -7.641600263,      -7.557225083,      -7.995116036,      -7.196483463
          0,           0,          84,      -7.655676427,      -7.570376356,      -8.009880513,      -7.210356776
          0,           0,          85,      -7.668551342,      -7.582912911,      -8.023394387,      -7.222985668
          0,           0,          86,      -7.680394514,       -7.59490194,      -8.035746565,      -7.234546341
          0,           0,          87,      -7.691303285,      -7.606394475,      -8.047027998,       -7.24514131
          0,           0,          88,      -7.701267113,      -7.617378751,      -8.057205902,      -7.254762325
          0,           0,          89,      -7.710182811,      -7.627815184,      -8.066194967,      -7.263307469
          0,           0,          90,      -7.717900056,      -7.637640241,      -8.073899921,       -7.27062866
          0,           0,          91,      -7.724303153,      -7.646793007,      -8.080252175,      -7.276615351
          0,           0,          92,      -7.729376798,      -7.655240503,      -8.085256729,      -7.281260899
          0,           0,          93,      -7.733237322,      -7.662994242,      -8.089029111,      -7.284692751
          0,           0,          94,      -7.736125538,      -7.670118318,      -8.091795545,      -7.287163132
          0,           0,          95,      -7.738364995,      -7.676725506,      -8.093857948,      -7.289005175
          0,           0,          96,      -7.740301576,      -7.682955886,      -8.095569427,      -7.290571512
          0,           0,          97,      -7.742242068,      -7.688976459,      -8.097185234,       -7.29217152
          0,           0,          98,       -7.74442903,       -7.69493858,      -8.098922507,      -7.294047608
          0,           0,          99,      -7.747032778,      -7.700948572,      -8.101012851,      -7.296368561
          0,           0,         100,       -7.75014847,      -7.707097233,      -8.103569756,      -7.299226707
          0,           0,         101,      -7.753883798,      -7.713428541,      -8.106760748,       -7.30272757
          0,           0,         102,      -7.755882103,      -7.719847215,      -8.110822524,       -7.30445471
          0,           0,         103,      -7.754441401,      -7.725915733,      -8.112006253,      -7.302708974
          0,           0,         104,      -7.753630799,      -7.732678381,      -8.117410263,      -7.301693084
          0,           0,         105,      -7.755284518,      -7.740439817,       -8.12500828,      -7.303211034
          0,           0,         106,      -7.759295711,      -7.748959907,      -8.132669129,      -7.307099817
          0,           0,         107,      -7.764758928,      -7.757847557,      -8.139529423,      -7.312431965
