VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -4.046717478,      -4.192191887,       -4.05588452,      -3.607324678
          0,           0,           1,      -4.934507584,      -5.049359099,       -4.90521999,      -4.484228301
          0,           0,           2,      -5.028754321,      -5.251015044,      -5.184013819,      -4.583930593
          0,           0,           3,      -5.056546139,      -5.295939133,      -5.258181648,      -4.619484306
          0,           0,           4,      -5.075143304,      -5.313203969,      -5.343772087,      -4.642002989
          0,           0,           5,      -5.049037688,      -5.249211872,      -5.403100502,      -4.616189785
          0,           0,           6,      -5.018157898,      -5.202738643,      -5.449357933,      -4.584267315
          0,           0,           7,      -5.063066748,      -5.247006713,       -5.51458747,       -4.62852566
          0,           0,           8,      -5.079352765,       -5.23226334,      -5.593593419,      -4.642867508
          0,           0,           9,      -5.089437354,      -5.237127266,      -5.658250024,      -4.653754813
          0,           0,          10,       -5.12883465,       -5.31756061,      -5.708410968,      -4.693864184
          0,           0,          11,      -5.181670505,      -5.400969662,      -5.765865344,      -4.747346347
          0,           0,          12,      -5.245123306,      -5.432330147,      -5.825661537,      -4.811268513
          0,           0,          13,       -5.32919776,      -5.443976918,      -5.859285457,      -4.894851972
          0,           0,          14,      -5.412713927,      -5.491033304,      -5.890944753,      -4.977479312
          0,           0,          15,      -5.477108921,      -5.553886443,      -5.940182458,      -5.041795394
          0,           0,          16,      -5.545505978,      -5.635065438,      -6.015030877,      -5.110048012
          0,           0,          17,      -5.615149724,      -5.728261622,      -6.097413204,      -5.179354286
          0,           0,          18,      -5.681114246,      -5.820165812,      -6.150234973,      -5.244499159
          0,           0,          19,      -5.734152935,      -5.890592899,      -6.164191494,      -5.296292448
          0,           0,          20,      -5.766106513,      -5.930274452,      -6.175762275,       -5.32744592
          0,           0,          21,      -5.786347451,      -5.960195018,      -6.208634645,      -5.347789606
          0,           0,          22,      -5.815567954,      -6.001349771,      -6.261921767,      -5.377609816
          0,           0,          23,      -5.863332195,      -6.061821197,      -6.323108389,      -5.425863417
          0,           0,          24,      -5.926126287,      -6.133113739,      -6.374127248,      -5.488700591
          0,           0,          25,      -5.990473847,      -6.196499332,      -6.408451508,      -5.552590135
          0,           0,          26,      -6.043631882,      -6.241594008,      -6.435792722,      -5.605111647
          0,           0,          27,      -6.083138193,      -6.278955453,      -6.470730984,      -5.644234379
          0,           0,          28,      -6.117684519,      -6.322545343,      -6.519116786,       -5.67870691
          0,           0,          29,      -6.155421317,      -6.375968204,      -6.578275546,      -5.716499827
          0,           0,          30,      -6.198930626,      -6.435162614,      -6.640763263,      -5.760041965
          0,           0,          31,      -6.247777634,      -6.493621556,       -6.70081369,      -5.808861722
