VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -4.048177675,      -4.200619126,       -4.05588452,      -3.609635326
          0,           0,           1,      -4.942248082,      -5.057704814,      -4.908298756,      -4.493408535
          0,           0,           2,       -5.05148048,      -5.271907339,      -5.195061331,      -4.605959504
          0,           0,           3,      -5.104992856,      -5.335178584,      -5.275511957,       -4.66593931
          0,           0,           4,      -5.147924267,      -5.388006268,      -5.365918002,       -4.71384622
          0,           0,           5,      -5.164418516,      -5.375064674,        -5.4052723,      -4.732229027
          0,           0,           6,      -5.164394427,      -5.381484758,      -5.451951082,      -4.730416759
          0,           0,           7,      -5.195650774,      -5.433829353,      -5.532483377,      -4.760732242
          0,           0,           8,      -5.270556202,      -5.450130922,      -5.597869863,      -4.835324248
          0,           0,           9,      -5.335497797,      -5.423323574,      -5.657113233,        -4.8996609
          0,           0,          10,      -5.403928003,      -5.468673287,      -5.746027271,      -4.968964668
          0,           0,          11,       -5.48906251,      -5.567813219,      -5.840893916,      -5.054574187
          0,           0,          12,      -5.578558604,      -5.699117605,      -5.914190742,      -5.144174031
          0,           0,          13,      -5.657504445,      -5.821717203,      -5.969882606,      -5.222725779
          0,           0,          14,      -5.717912687,      -5.903735254,      -6.019871746,      -5.282211408
          0,           0,          15,      -5.759769112,      -5.951122443,      -6.078131868,       -5.32358059
          0,           0,          16,       -5.80110582,      -6.006101889,      -6.150722712,      -5.365046654
          0,           0,          17,      -5.856961783,      -6.082754943,      -6.228962341,      -5.421166226
          0,           0,          18,      -5.929851886,      -6.171814138,      -6.306015374,      -5.494130822
          0,           0,          19,      -6.013594832,      -6.261813389,       -6.37991266,      -5.577614539
          0,           0,          20,      -6.095442867,       -6.33619674,      -6.447920323,      -5.659038691
          0,           0,          21,      -6.166081975,      -6.388569344,      -6.509363463,      -5.729551558
          0,           0,          22,      -6.227796966,      -6.431118575,      -6.566497546,      -5.791648189
          0,           0,          23,      -6.288334164,      -6.476745591,      -6.622109683,      -5.852802789
          0,           0,          24,      -6.351297406,      -6.527340073,      -6.676659628,      -5.916283008
          0,           0,          25,      -6.414347667,      -6.577993857,      -6.729765485,      -5.979629884
          0,           0,          26,      -6.474233966,      -6.623456373,      -6.782071105,       -6.03970555
          0,           0,          27,      -6.530995766,      -6.662112767,      -6.835413109,      -6.096751497
          0,           0,          28,      -6.586691234,      -6.696055713,       -6.89130596,      -6.152926566
          0,           0,          29,       -6.64314474,      -6.728865241,       -6.94970499,      -6.210037272
          0,           0,          30,      -6.700622303,      -6.762625886,      -7.008665224,      -6.268307268
          0,           0,          31,      -6.758346197,        -6.7982439,      -7.065973121,      -6.326951914
