VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -4.080362358,      -4.259821235,       -4.08930726,      -3.647192793
          0,           0,           1,      -4.974554705,       -5.09898786,      -4.942300442,      -4.529740808
          0,           0,           2,      -5.138248674,      -5.335666425,      -5.258605474,      -4.690821446
          0,           0,           3,       -5.25141847,      -5.441836843,      -5.365361414,      -4.805834784
          0,           0,           4,      -5.364833492,      -5.563203966,      -5.523899314,      -4.924024727
          0,           0,           5,      -5.460046865,      -5.644011379,      -5.613523436,      -5.025780919
          0,           0,           6,      -5.560481261,      -5.730862854,      -5.683066831,      -5.127142547
          0,           0,           7,      -5.646499466,      -5.810391335,      -5.770061939,      -5.209976518
          0,           0,           8,      -5.715098316,      -5.871730872,      -5.847377258,      -5.277667285
          0,           0,           9,      -5.773333803,      -5.926929835,      -5.919722659,      -5.337916272
          0,           0,          10,      -5.827303829,      -5.984537162,      -5.988140555,      -5.394234104
          0,           0,          11,      -5.878782737,      -6.044645006,      -6.052554872,      -5.447217613
          0,           0,          12,      -5.926706798,      -6.102661372,      -6.112308523,      -5.495461994
          0,           0,          13,      -5.972080986,      -6.156791781,       -6.16700907,      -5.540221118
          0,           0,          14,       -6.01601588,      -6.209262664,       -6.21800551,      -5.583405308
          0,           0,          15,      -6.058282378,      -6.260520582,      -6.265923564,      -5.625457599
          0,           0,          16,      -6.097466591,      -6.308616925,      -6.310752981,        -5.6650166
          0,           0,          17,      -6.132554621,      -6.353050992,       -6.35410632,      -5.700653485
          0,           0,          18,      -6.165074807,      -6.395876715,      -6.397159048,      -5.733503328
          0,           0,          19,      -6.197323382,      -6.438788838,      -6.438993284,      -5.765785843
          0,           0,          20,      -6.230071016,      -6.481444027,        -6.4783462,      -5.798441482
          0,           0,          21,       -6.26338906,       -6.52250555,      -6.515572095,      -5.831728154
          0,           0,          22,      -6.297285616,      -6.561187212,      -6.551384783,      -5.865719987
          0,           0,          23,      -6.331173094,      -6.596854298,      -6.586650255,      -5.899778764
          0,           0,          24,      -6.364852995,      -6.631002503,      -6.622405579,      -5.933626171
          0,           0,          25,      -6.398648637,      -6.665823127,      -6.659382304,      -5.967556054
          0,           0,          26,      -6.432799023,      -6.701772331,      -6.697422198,         -6.001817
          0,           0,          27,      -6.467460732,       -6.73802961,      -6.736260144,      -6.036583244
          0,           0,          28,      -6.502685576,      -6.774292981,      -6.775523761,      -6.071926685
          0,           0,          29,      -6.538379631,      -6.810583908,      -6.815095957,      -6.107757308
          0,           0,          30,      -6.574555397,      -6.846499146,      -6.854774188,      -6.144092946
          0,           0,          31,      -6.611237713,      -6.881928172,      -6.894600286,      -6.180963349
          0,           0,          32,      -6.648714672,      -6.916986471,      -6.934301844,      -6.218675469
          0,           0,          33,      -6.686957768,      -6.952203755,      -6.973964021,      -6.257198661
          0,           0,          34,      -6.725961662,      -6.987056174,      -7.013073226,      -6.296514441
          0,           0,          35,      -6.765632132,       -7.02198286,      -7.052269203,      -6.336524011
          0,           0,          36,      -6.805749749,       -7.05693802,      -7.091864118,      -6.377003027
          0,           0,          37,      -6.846086952,      -7.091205815,      -7.131910432,      -6.417724949
          0,           0,          38,       -6.88616042,      -7.124699559,      -7.172601163,      -6.458216997
          0,           0,          39,       -6.92573453,       -7.15699367,       -7.21361487,      -6.498249653
          0,           0,          40,      -6.964802463,       -7.18793166,      -7.254643645,      -6.537813079
          0,           0,          41,       -7.00345727,      -7.217742162,      -7.295841262,      -6.577002244
          0,           0,          42,      -7.041784249,      -7.246719837,      -7.336976812,      -6.615912241
          0,           0,          43,      -7.079871483,      -7.274834168,      -7.377833844,      -6.654633205
          0,           0,          44,      -7.117732872,      -7.302066898,       -7.41813556,      -6.693178064
          0,           0,          45,      -7.155106396,      -7.328488178,      -7.457730725,      -6.731276219
          0,           0,          46,      -7.191755769,      -7.354149385,      -7.496588598,         -6.768673
          0,           0,          47,      -7.227749762,      -7.379044428,      -7.534515696,      -6.805439645
          0,           0,          48,      -7.263247621,      -7.403299348,      -7.571847602,      -6.841744145
          0,           0,          49,      -7.298398364,      -7.426959635,      -7.608744531,      -6.877741431
          0,           0,          50,      -7.333321085,      -7.450049407,      -7.645446221,      -6.913566834
          0,           0,          51,      -7.368176734,      -7.472623106,      -7.682156997,      -6.949394677
          0,           0,          52,      -7.402968383,      -7.494735634,      -7.718748323,       -6.98523194
          0,           0,          53,      -7.437677159,      -7.516395712,      -7.755098962,      -7.021064642
          0,           0,          54,      -7.472295425,      -7.537693455,      -7.791448151,      -7.056883152
          0,           0,          55,      -7.506824349,      -7.558629795,       -7.82790418,      -7.092689404
          0,           0,          56,      -7.541265104,      -7.579223078,      -7.864644451,      -7.128492628
          0,           0,          57,      -7.575834731,      -7.599505451,      -7.901597872,       -7.16453006
          0,           0,          58,      -7.610665473,      -7.619468169,      -7.938665961,      -7.200963878
          0,           0,          59,      -7.645714694,      -7.639129727,      -7.975820898,      -7.237760513
          0,           0,          60,      -7.680787158,      -7.658468119,      -8.012582503,      -7.274717038
          0,           0,          61,      -7.715804127,      -7.677480526,      -8.048541292,      -7.311748304
          0,           0,          62,       -7.75086886,      -7.696220766,       -8.08362596,      -7.348990559
          0,           0,          63,      -7.785831615,       -7.71467843,       -8.11782135,      -7.386276151
          0,           0,          64,       -7.82077235,      -7.732896146,      -8.151362381,      -7.423703636
          0,           0,          65,      -7.855567341,       -7.75093908,      -8.184853267,       -7.46113661
          0,           0,          66,      -7.890077698,      -7.768744786,      -8.218122197,      -7.498404907
          0,           0,          67,       -7.92421804,      -7.786297678,      -8.251155584,      -7.535406905
          0,           0,          68,      -7.957847936,      -7.803591131,      -8.283708874,      -7.571959824
          0,           0,          69,      -7.990730185,      -7.820613533,      -8.315605303,       -7.60774496
          0,           0,          70,      -8.022555721,      -7.837368042,      -8.346573809,      -7.642343332
          0,           0,          71,      -8.053065036,      -7.853821859,      -8.376277136,       -7.67537912
          0,           0,          72,      -8.082109043,       -7.86997316,      -8.404416172,       -7.70660748
          0,           0,          73,      -8.109589948,      -7.885827985,      -8.430772636,      -7.735841731
          0,           0,          74,      -8.135519728,      -7.901394432,      -8.455202279,      -7.763044225
          0,           0,          75,      -8.159949766,      -7.916694465,      -8.477743314,      -7.788247831
          0,           0,          76,      -8.182996316,      -7.931741185,      -8.498621413,      -7.811575139
          0,           0,          77,      -8.204870902,      -7.946555336,      -8.518036684,      -7.833302653
