VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -3.984790696,      -4.082293617,       -3.98948078,      -3.533303613
          0,           0,           1,       -4.84741891,      -4.934472185,      -4.826497598,      -4.386447314
          0,           0,           2,      -4.862133406,      -5.077239202,      -5.089231109,      -4.418231638
          0,           0,           3,      -4.721634024,      -4.826124229,      -4.970494053,      -4.280677955
          0,           0,           4,      -4.583038998,       -4.64303336,      -4.925251184,      -4.138075874
          0,           0,           5,      -4.577070589,      -4.658763019,      -4.937640744,      -4.130506125
          0,           0,           6,      -4.622256072,      -4.732716008,      -5.029966214,      -4.175092005
          0,           0,           7,      -4.615731636,      -4.742386055,      -5.117411658,      -4.170059193
          0,           0,           8,      -4.677780551,      -4.792645223,      -5.199962683,      -4.233301838
          0,           0,           9,      -4.755588438,      -4.867785216,      -5.279201442,      -4.311049701
          0,           0,          10,      -4.826661971,      -4.938168759,      -5.338301553,       -4.38267796
          0,           0,          11,      -4.919892248,      -5.027734472,      -5.401605853,      -4.476033262
          0,           0,          12,      -5.029175903,      -5.140445045,      -5.461791173,      -4.584725546
          0,           0,          13,      -5.131920559,       -5.24858227,      -5.529007393,      -4.686578703
          0,           0,          14,      -5.221545667,      -5.338897587,      -5.604354581,        -4.7756795
          0,           0,          15,      -5.313881383,      -5.427461194,      -5.689220489,      -4.867810294
          0,           0,          16,      -5.420762391,      -5.533697605,       -5.76712633,      -4.974206507
          0,           0,          17,      -5.527246874,      -5.646839548,      -5.842745828,       -5.08001447
          0,           0,          18,      -5.624662274,      -5.748048144,      -5.921161061,      -5.176938548
          0,           0,          19,      -5.714688858,      -5.836762381,      -6.003331434,       -5.26656565
          0,           0,          20,      -5.802733801,      -5.925501606,      -6.084728904,      -5.354040158
          0,           0,          21,      -5.888060887,      -6.016453802,        -6.1653221,      -5.438711191
          0,           0,          22,      -5.965931112,      -6.101448874,      -6.246542456,      -5.516126924
          0,           0,          23,      -6.031975617,       -6.17288194,      -6.328684748,      -5.582261082
          0,           0,          24,      -6.094576459,      -6.231350264,      -6.412781443,      -5.645480881
          0,           0,          25,      -6.168532358,      -6.289791723,      -6.493319748,      -5.719997788
          0,           0,          26,      -6.253357607,      -6.357448593,      -6.565501244,       -5.80498327
          0,           0,          27,      -6.335989019,      -6.427365223,      -6.631848744,       -5.88758548
          0,           0,          28,      -6.405443981,      -6.489682058,      -6.694817214,      -5.956983685
          0,           0,          29,      -6.454384536,      -6.538810239,      -6.758433492,      -6.006090676
          0,           0,          30,      -6.492467018,      -6.572234412,       -6.82801457,      -6.044989091
          0,           0,          31,      -6.543733525,      -6.602180159,      -6.897185533,      -6.097422612
          0,           0,          32,      -6.618979771,      -6.644114048,      -6.955482502,      -6.173725219
          0,           0,          33,      -6.708310005,      -6.696752389,       -7.00877692,      -6.263926683
          0,           0,          34,      -6.791954065,      -6.747363514,      -7.068593658,      -6.348426151
          0,           0,          35,      -6.855636031,      -6.788958822,      -7.133268431,      -6.412878358
          0,           0,          36,      -6.894798808,      -6.821514607,      -7.196907031,      -6.452668357
          0,           0,          37,       -6.92361098,      -6.846479642,        -7.2626523,      -6.482437375
          0,           0,          38,      -6.966184073,      -6.870137487,      -7.330799543,      -6.526647295
          0,           0,          39,      -7.032192716,       -6.89926202,      -7.391617276,      -6.595101333
          0,           0,          40,      -7.111300042,      -6.933078854,      -7.441616403,      -6.677550718
          0,           0,          41,      -7.186912743,      -6.965458827,      -7.493245037,      -6.757381685
          0,           0,          42,      -7.253255422,      -6.993374887,      -7.554739114,      -6.828524029
          0,           0,          43,       -7.30702028,      -7.017809269,      -7.619248322,      -6.886378603
          0,           0,          44,      -7.332263234,      -7.038976488,       -7.67573262,      -6.912067106
          0,           0,          45,      -7.330280839,      -7.055923088,      -7.725062114,      -6.907549767
          0,           0,          46,      -7.330406366,      -7.069914245,      -7.771550684,      -6.906173687
          0,           0,          47,       -7.35331051,      -7.084206037,      -7.810637495,      -6.930215129
          0,           0,          48,      -7.400377621,      -7.100645974,      -7.839670281,      -6.981164691
          0,           0,          49,      -7.461767394,      -7.118462193,      -7.868153261,      -7.048998113
          0,           0,          50,      -7.525125684,      -7.135892285,       -7.90738831,      -7.120663167
          0,           0,          51,      -7.580927577,      -7.151917298,      -7.956993388,      -7.184878992
          0,           0,          52,      -7.617311225,      -7.166232609,      -8.004837951,      -7.225339601
          0,           0,          53,      -7.622325545,      -7.178520186,       -8.04134942,      -7.225754593
          0,           0,          54,      -7.605419839,      -7.188647122,      -8.070546601,      -7.200156586
          0,           0,          55,      -7.590451667,      -7.197333273,      -8.098606749,      -7.178865184
          0,           0,          56,      -7.592407341,      -7.205890543,       -8.12469601,      -7.178321174
          0,           0,          57,      -7.614294017,      -7.215279227,      -8.146097189,      -7.200966493
          0,           0,          58,      -7.652303556,      -7.225614428,       -8.16544282,      -7.242385592
          0,           0,          59,       -7.69945325,      -7.236383364,      -8.189740815,      -7.295003791
