VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -4.018214452,      -4.144952845,      -4.024599363,      -3.573974423
          0,           0,           1,      -4.900725771,      -5.004027291,      -4.872214363,       -4.44700108
          0,           0,           2,      -4.962952839,      -5.190437979,      -5.149102326,      -4.518678178
          0,           0,           3,      -4.969529644,      -5.217547743,      -5.221143703,      -4.531817407
          0,           0,           4,      -4.921555507,      -5.151280274,       -5.32112533,      -4.487035803
          0,           0,           5,      -4.824026469,      -4.986709304,      -5.313660901,      -4.387506482
          0,           0,           6,      -4.763970067,       -4.88938257,      -5.345776625,       -4.32775981
          0,           0,           7,      -4.758348957,      -4.878141811,      -5.448615838,      -4.323057662
          0,           0,           8,       -4.81387827,      -4.939542646,      -5.550070211,      -4.378778757
          0,           0,           9,      -4.879903347,      -5.023985002,      -5.600626085,      -4.444194851
          0,           0,          10,      -4.982591594,      -5.177137627,      -5.629701403,      -4.544843736
          0,           0,          11,       -5.08724459,       -5.31646449,      -5.666923697,      -4.647911626
          0,           0,          12,      -5.156881565,      -5.418230763,      -5.702691226,      -4.716013205
          0,           0,          13,      -5.178941133,      -5.419657671,      -5.724796876,      -4.737321687
          0,           0,          14,      -5.148231848,      -5.357740938,      -5.739114314,      -4.708071077
          0,           0,          15,      -5.132498924,      -5.296286982,      -5.755577807,      -4.694404743
          0,           0,          16,      -5.167017659,      -5.303127588,      -5.777201061,      -4.729989365
          0,           0,          17,      -5.262305137,      -5.393473935,      -5.784996608,      -4.824447681
          0,           0,          18,       -5.35276841,      -5.505438449,      -5.808267342,      -4.912587605
          0,           0,          19,      -5.395720461,      -5.552611989,      -5.848207322,      -4.954781908
          0,           0,          20,      -5.450520441,      -5.591401291,      -5.888460906,      -5.009483696
          0,           0,          21,      -5.505565539,      -5.636024744,      -5.929958083,      -5.064287379
          0,           0,          22,      -5.532710725,       -5.66435365,      -5.979105585,      -5.092192862
          0,           0,          23,      -5.571080525,      -5.693443498,       -6.03665712,       -5.13172548
          0,           0,          24,      -5.653841501,      -5.760845946,       -6.09316596,      -5.214689173
          0,           0,          25,      -5.746378242,       -5.86636348,      -6.143290873,      -5.306170509
          0,           0,          26,      -5.807621011,      -5.961172817,      -6.197892006,      -5.366568878
          0,           0,          27,      -5.860724821,      -6.035256829,      -6.261223594,      -5.419190005
          0,           0,          28,      -5.890836139,      -6.079756127,      -6.327727454,      -5.449061513
          0,           0,          29,      -5.885155914,      -6.071639172,       -6.38409674,      -5.444427816
          0,           0,          30,      -5.898337983,      -6.067095661,       -6.41861639,      -5.458394311
          0,           0,          31,      -5.946936269,       -6.09342028,      -6.438114706,      -5.507000165
          0,           0,          32,      -5.991989853,      -6.131911541,      -6.455368338,      -5.551691102
          0,           0,          33,      -6.020119629,       -6.15383552,      -6.482191762,      -5.580137361
          0,           0,          34,      -6.077175357,      -6.197846526,      -6.506702747,      -5.637389273
          0,           0,          35,      -6.153906612,      -6.274896103,      -6.532831764,      -5.713487149
          0,           0,          36,      -6.218646575,      -6.336857901,      -6.579153578,      -5.778030092
          0,           0,          37,      -6.287300368,      -6.398822662,      -6.644833331,      -5.846841294
          0,           0,          38,      -6.381849493,      -6.487152827,      -6.712974653,      -5.940735809
          0,           0,          39,      -6.443219849,      -6.568872059,      -6.776109397,      -6.001232066
          0,           0,          40,       -6.44498112,       -6.60395192,      -6.847692583,      -6.003684733
          0,           0,          41,      -6.463386362,      -6.638918092,      -6.925062719,      -6.022616536
          0,           0,          42,      -6.504654646,       -6.67494641,       -6.98995333,      -6.064100639
          0,           0,          43,      -6.540392212,      -6.683220434,       -7.03783269,      -6.100584869
          0,           0,          44,      -6.580943366,      -6.700280911,      -7.064335855,      -6.141588908
          0,           0,          45,      -6.633794267,      -6.743808819,      -7.070919834,      -6.193921185
          0,           0,          46,       -6.67513829,      -6.779655219,      -7.084321899,      -6.234933354
          0,           0,          47,      -6.716770077,      -6.798796834,      -7.121999684,      -6.277290077
          0,           0,          48,      -6.798322129,      -6.843513036,      -7.169994656,      -6.359176966
          0,           0,          49,      -6.882660879,      -6.912677716,      -7.218908023,      -6.442536792
          0,           0,          50,      -6.895266046,      -6.952863176,      -7.278999055,      -6.455301017
          0,           0,          51,      -6.906007662,      -6.969828308,      -7.344010991,      -6.467120129
          0,           0,          52,      -6.959673527,      -7.006389646,      -7.391019604,      -6.520836423
          0,           0,          53,      -6.992438187,      -7.039222274,      -7.429516484,      -6.553142498
          0,           0,          54,      -6.987232371,      -7.043373429,      -7.479592638,      -6.548546412
          0,           0,          55,      -7.017378063,      -7.055025999,      -7.518155791,      -6.579400667
          0,           0,          56,      -7.090541922,      -7.095131761,        -7.5329743,      -6.652458101
          0,           0,          57,      -7.169569035,      -7.135352922,      -7.557107016,      -6.731542701
          0,           0,          58,      -7.245076408,      -7.169729004,       -7.60848329,      -6.807955382
          0,           0,          59,      -7.334588647,      -7.208818698,      -7.674820816,       -6.89846424
          0,           0,          60,      -7.402247701,      -7.243268705,      -7.739777419,      -6.966557285
          0,           0,          61,      -7.423947379,      -7.261425933,      -7.808491512,      -6.988955402
          0,           0,          62,      -7.463220955,      -7.275973604,      -7.879388556,      -7.029562685
          0,           0,          63,      -7.533073462,      -7.294394395,      -7.938525309,      -7.100779789
          0,           0,          64,      -7.582753641,      -7.308725811,      -7.992189713,      -7.151280905
          0,           0,          65,      -7.612991876,      -7.318547301,      -8.048221802,      -7.182348072
          0,           0,          66,      -7.652389304,      -7.329598674,      -8.097113361,      -7.222686237
          0,           0,          67,      -7.674747606,       -7.34068289,      -8.138692591,      -7.244961978
          0,           0,          68,      -7.682484762,      -7.350308238,      -8.184950935,      -7.252262821
          0,           0,          69,       -7.71503379,       -7.36077562,      -8.232872453,      -7.285075821
          0,           0,          70,      -7.760491703,      -7.371087051,       -8.27527941,      -7.330744113
          0,           0,          71,      -7.780611263,      -7.378856467,      -8.314050927,      -7.350226735
          0,           0,          72,      -7.796258744,      -7.386305566,      -8.343670987,      -7.365397251
          0,           0,          73,      -7.835275864,       -7.39579697,      -8.363450972,      -7.404486153
          0,           0,          74,      -7.881962419,      -7.405771917,      -8.393727814,      -7.451380223
          0,           0,          75,      -7.921579075,      -7.414959009,       -8.44598914,      -7.491179571
          0,           0,          76,      -7.971567775,       -7.42440551,      -8.504613242,      -7.541382662
