VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -4.012462123,      -4.134209671,      -4.018572719,      -3.567044753
          0,           0,           1,      -4.892069182,      -4.992746857,      -4.865121156,      -4.437261834
          0,           0,           2,      -4.946178224,      -5.172379126,      -5.142413232,      -4.502026169
          0,           0,           3,      -4.940090276,      -5.191481405,      -5.217952219,      -4.502453302
          0,           0,           4,      -4.853608918,       -5.04949023,      -5.282201147,      -4.418300052
          0,           0,           5,      -4.717238121,      -4.841695447,      -5.239210136,      -4.280426002
          0,           0,           6,      -4.653754551,      -4.746531429,      -5.273422036,       -4.21702021
          0,           0,           7,      -4.675208617,      -4.770904525,      -5.402476357,      -4.239292303
          0,           0,           8,      -4.799064362,      -4.914219347,      -5.512733741,      -4.362203504
          0,           0,           9,      -4.964340503,      -5.147712514,      -5.559961802,      -4.524223881
          0,           0,          10,      -5.026248957,      -5.258309994,      -5.564189686,       -4.58362373
          0,           0,          11,      -4.993604462,      -5.208090813,      -5.564154427,        -4.5516219
          0,           0,          12,      -4.911693732,      -5.058263199,      -5.568382102,      -4.473092783
          0,           0,          13,      -4.876047161,      -4.979628907,       -5.58716426,      -4.440696458
          0,           0,          14,      -5.018322289,      -5.093811355,      -5.627289743,      -4.582289836
          0,           0,          15,      -5.162267764,      -5.307136098,        -5.6867211,      -4.720609932
          0,           0,          16,      -5.144715148,      -5.348217593,      -5.713904497,      -4.701412667
          0,           0,          17,      -5.181591037,      -5.355040248,      -5.750103324,      -4.739833544
          0,           0,          18,      -5.177719708,       -5.29496463,      -5.793093189,      -4.738044624
          0,           0,          19,      -5.160372267,       -5.27137901,      -5.815365105,      -4.722775127
          0,           0,          20,      -5.288758948,      -5.367850452,      -5.865300501,      -4.852341116
          0,           0,          21,      -5.487682125,      -5.559210848,      -5.924750846,       -5.04880145
          0,           0,          22,      -5.640841885,      -5.744824258,      -5.997657882,      -5.197832032
          0,           0,          23,      -5.655413415,      -5.826518958,       -6.07788316,      -5.212637269
          0,           0,          24,       -5.64935368,      -5.842828517,      -6.133401544,      -5.207706767
          0,           0,          25,      -5.560926216,      -5.778219706,      -6.146927806,      -5.118406448
          0,           0,          26,      -5.497343414,      -5.737073888,      -6.117545841,      -5.055457309
          0,           0,          27,      -5.547841458,      -5.714022454,      -6.111996901,      -5.107266226
          0,           0,          28,      -5.521557901,      -5.642568944,      -6.104438008,      -5.081194831
          0,           0,          29,      -5.465882418,       -5.61279285,      -6.095090069,      -5.026455126
          0,           0,          30,      -5.548451348,       -5.65042697,      -6.124818405,      -5.110459307
          0,           0,          31,      -5.696802439,       -5.78088117,       -6.16039463,      -5.257119941
          0,           0,          32,      -5.790777015,      -5.910705362,      -6.207020359,      -5.349468071
          0,           0,          33,      -5.890875163,      -6.029514422,      -6.280464343,      -5.448443575
          0,           0,          34,      -5.933713656,      -6.144755147,      -6.351865793,       -5.48960882
          0,           0,          35,       -5.90298639,      -6.160594005,      -6.396558108,      -5.459501698
          0,           0,          36,      -5.885599158,      -6.122390334,      -6.415335007,      -5.443731146
          0,           0,          37,      -5.924586472,      -6.094879177,      -6.419843996,      -5.483536793
          0,           0,          38,      -5.883979854,      -6.038085016,      -6.419609644,      -5.442828206
          0,           0,          39,      -5.840117344,      -6.010111888,      -6.428254255,      -5.400043561
          0,           0,          40,       -5.92833364,      -6.043833752,      -6.457541638,      -5.489356687
          0,           0,          41,      -6.046590608,      -6.132685703,       -6.49437814,      -5.606155345
          0,           0,          42,      -6.086092302,      -6.200811628,      -6.544551657,      -5.645182982
          0,           0,          43,      -6.183704802,      -6.287704299,      -6.618136915,      -5.742939961
          0,           0,          44,       -6.29661079,       -6.40406744,      -6.699050655,      -5.854480237
          0,           0,          45,       -6.40392801,      -6.519244043,      -6.778592488,      -5.961375353
          0,           0,          46,      -6.494952625,      -6.617039097,      -6.856394441,      -6.052072755
          0,           0,          47,       -6.52465006,      -6.681561821,      -6.910670722,      -6.081205923
          0,           0,          48,      -6.466920863,      -6.647809113,      -6.941668907,      -6.024616729
          0,           0,          49,      -6.453874522,      -6.598198579,      -6.961685618,      -6.013483877
          0,           0,          50,      -6.469748986,      -6.574628927,      -6.974603032,      -6.028649112
          0,           0,          51,      -6.348793993,      -6.517518037,      -6.963909609,      -5.907294501
          0,           0,          52,      -6.306734238,      -6.486130552,       -6.94225901,      -5.866398173
          0,           0,          53,      -6.386744593,      -6.513252772,      -6.945038643,      -5.947144944
          0,           0,          54,        -6.4636325,      -6.551981142,      -6.960978454,      -6.023026385
          0,           0,          55,       -6.47309289,      -6.591880365,      -6.986239009,      -6.031912629
          0,           0,          56,       -6.50847183,       -6.64689443,      -7.028463244,      -6.067409766
          0,           0,          57,      -6.568512989,      -6.720470899,      -7.072434169,      -6.126972014
          0,           0,          58,       -6.62254414,      -6.785158375,       -7.10646696,       -6.18069711
          0,           0,          59,      -6.675305486,      -6.825833498,      -7.132103814,      -6.233547006
          0,           0,          60,      -6.703072294,      -6.839245626,      -7.153493516,      -6.260946017
          0,           0,          61,      -6.656788224,      -6.812984256,      -7.172764436,      -6.214982904
          0,           0,          62,      -6.649143057,      -6.801903786,      -7.191486422,      -6.208405188
          0,           0,          63,      -6.739060743,      -6.839773741,      -7.219847242,      -6.298864018
          0,           0,          64,      -6.827482165,      -6.889177545,      -7.253364233,      -6.386370715
          0,           0,          65,      -6.852443816,      -6.927162335,      -7.295149579,      -6.411332555
          0,           0,          66,      -6.922143805,      -6.976999965,      -7.354636007,      -6.481471759
          0,           0,          67,      -7.011452943,      -7.036005929,        -7.4209541,      -6.570116212
          0,           0,          68,      -7.076790391,      -7.085876747,      -7.485824334,      -6.635135718
          0,           0,          69,      -7.137268837,      -7.128936328,      -7.547905215,      -6.695339212
          0,           0,          70,      -7.169277613,        -7.1630396,      -7.598991747,      -6.726778519
          0,           0,          71,      -7.179009367,      -7.177055427,       -7.64024153,      -6.737028697
          0,           0,          72,      -7.215522757,      -7.183371003,      -7.675780473,      -6.774523646
          0,           0,          73,      -7.247633406,      -7.187596447,      -7.703583258,       -6.80642613
          0,           0,          74,       -7.19139425,      -7.179477443,      -7.717702837,      -6.750158972
          0,           0,          75,      -7.179220347,      -7.177597423,      -7.726131305,      -6.739001554
          0,           0,          76,      -7.257253019,      -7.194667499,      -7.745382905,      -6.817353024
          0,           0,          77,      -7.281784533,      -7.210246064,      -7.770379281,      -6.840614645
          0,           0,          78,        -7.2527297,      -7.219850212,       -7.79724526,       -6.81166609
          0,           0,          79,      -7.292787832,      -7.242205377,      -7.831405261,      -6.852119587
          0,           0,          80,      -7.392980433,      -7.275902229,      -7.869105079,       -6.95173914
          0,           0,          81,      -7.502223137,      -7.307606202,      -7.912081237,      -7.059624582
          0,           0,          82,      -7.565633648,       -7.33041044,      -7.961199048,      -7.121823039
          0,           0,          83,      -7.552419772,      -7.343454921,       -8.00611873,      -7.108578725
          0,           0,          84,      -7.517719627,      -7.348998805,      -8.036971623,      -7.074869526
          0,           0,          85,      -7.536311291,      -7.355606457,      -8.054163237,      -7.094082194
